index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,decade
2252,tm324820,MFKZ,MOVIE,2018,R,95,animation,"['JP', 'FR']",1.0,tt4717402,6.7,4263.0,2010
2252,tm324820,MFKZ,MOVIE,2018,R,95,action,"['JP', 'FR']",1.0,tt4717402,6.7,4263.0,2010
2252,tm324820,MFKZ,MOVIE,2018,R,95,comedy,"['JP', 'FR']",1.0,tt4717402,6.7,4263.0,2010
2252,tm324820,MFKZ,MOVIE,2018,R,95,european,"['JP', 'FR']",1.0,tt4717402,6.7,4263.0,2010
2253,ts74962,True and the Rainbow Kingdom,SHOW,2017,TV-Y,21,comedy,['CA'],4.0,tt5607658,7.1,439.0,2010
2253,ts74962,True and the Rainbow Kingdom,SHOW,2017,TV-Y,21,family,['CA'],4.0,tt5607658,7.1,439.0,2010
2253,ts74962,True and the Rainbow Kingdom,SHOW,2017,TV-Y,21,fantasy,['CA'],4.0,tt5607658,7.1,439.0,2010
2253,ts74962,True and the Rainbow Kingdom,SHOW,2017,TV-Y,21,animation,['CA'],4.0,tt5607658,7.1,439.0,2010
2254,tm296398,Steel Rain,MOVIE,2017,Unknown,139,thriller,['KR'],1.0,tt6769508,7.1,5434.0,2010
2254,tm296398,Steel Rain,MOVIE,2017,Unknown,139,action,['KR'],1.0,tt6769508,7.1,5434.0,2010
2254,tm296398,Steel Rain,MOVIE,2017,Unknown,139,drama,['KR'],1.0,tt6769508,7.1,5434.0,2010
2255,ts79997,Something in the Rain,SHOW,2018,TV-MA,70,drama,['KR'],1.0,tt8078816,8.2,5654.0,2010
2255,ts79997,Something in the Rain,SHOW,2018,TV-MA,70,romance,['KR'],1.0,tt8078816,8.2,5654.0,2010
2256,tm438502,Sad Hill Unearthed,MOVIE,2017,Unknown,86,documentation,['ES'],1.0,tt6997426,7.4,1593.0,2010
2256,tm438502,Sad Hill Unearthed,MOVIE,2017,Unknown,86,european,['ES'],1.0,tt6997426,7.4,1593.0,2010
2257,ts75676,The Velvet Collection,SHOW,2017,TV-14,57,drama,['ES'],3.0,tt6762348,7.3,1376.0,2010
2257,ts75676,The Velvet Collection,SHOW,2017,TV-14,57,comedy,['ES'],3.0,tt6762348,7.3,1376.0,2010
2257,ts75676,The Velvet Collection,SHOW,2017,TV-14,57,romance,['ES'],3.0,tt6762348,7.3,1376.0,2010
2257,ts75676,The Velvet Collection,SHOW,2017,TV-14,57,european,['ES'],3.0,tt6762348,7.3,1376.0,2010
2258,tm365824,Zero,MOVIE,2018,Unknown,152,comedy,['IN'],1.0,tt6527426,5.2,27208.0,2010
2258,tm365824,Zero,MOVIE,2018,Unknown,152,drama,['IN'],1.0,tt6527426,5.2,27208.0,2010
2258,tm365824,Zero,MOVIE,2018,Unknown,152,scifi,['IN'],1.0,tt6527426,5.2,27208.0,2010
2258,tm365824,Zero,MOVIE,2018,Unknown,152,romance,['IN'],1.0,tt6527426,5.2,27208.0,2010
2258,tm365824,Zero,MOVIE,2018,Unknown,152,thriller,['IN'],1.0,tt6527426,5.2,27208.0,2010
2258,tm365824,Zero,MOVIE,2018,Unknown,152,fantasy,['IN'],1.0,tt6527426,5.2,27208.0,2010
2258,tm365824,Zero,MOVIE,2018,Unknown,152,european,['IN'],1.0,tt6527426,5.2,27208.0,2010
2259,tm436844,The Christmas Chronicles,MOVIE,2018,PG,104,fantasy,['US'],1.0,tt2990140,7.0,71182.0,2010
2259,tm436844,The Christmas Chronicles,MOVIE,2018,PG,104,family,['US'],1.0,tt2990140,7.0,71182.0,2010
2259,tm436844,The Christmas Chronicles,MOVIE,2018,PG,104,comedy,['US'],1.0,tt2990140,7.0,71182.0,2010
2260,tm359150,Nothing to Hide,MOVIE,2018,Unknown,93,drama,"['BE', 'FR', 'IT']",1.0,tt7489816,6.8,14876.0,2010
2260,tm359150,Nothing to Hide,MOVIE,2018,Unknown,93,comedy,"['BE', 'FR', 'IT']",1.0,tt7489816,6.8,14876.0,2010
2260,tm359150,Nothing to Hide,MOVIE,2018,Unknown,93,european,"['BE', 'FR', 'IT']",1.0,tt7489816,6.8,14876.0,2010
2261,ts58297,The Indian Detective,SHOW,2017,Unknown,43,comedy,['CA'],1.0,tt5797220,6.6,3078.0,2010
2261,ts58297,The Indian Detective,SHOW,2017,Unknown,43,drama,['CA'],1.0,tt5797220,6.6,3078.0,2010
2261,ts58297,The Indian Detective,SHOW,2017,Unknown,43,crime,['CA'],1.0,tt5797220,6.6,3078.0,2010
2262,ts55939,Bonus Family,SHOW,2017,Unknown,44,drama,['SE'],4.0,tt0869654,2.3,15.0,2010
2262,ts55939,Bonus Family,SHOW,2017,Unknown,44,reality,['SE'],4.0,tt0869654,2.3,15.0,2010
2262,ts55939,Bonus Family,SHOW,2017,Unknown,44,family,['SE'],4.0,tt0869654,2.3,15.0,2010
2262,ts55939,Bonus Family,SHOW,2017,Unknown,44,comedy,['SE'],4.0,tt0869654,2.3,15.0,2010
2262,ts55939,Bonus Family,SHOW,2017,Unknown,44,documentation,['SE'],4.0,tt0869654,2.3,15.0,2010
2262,ts55939,Bonus Family,SHOW,2017,Unknown,44,music,['SE'],4.0,tt0869654,2.3,15.0,2010
2262,ts55939,Bonus Family,SHOW,2017,Unknown,44,european,['SE'],4.0,tt0869654,2.3,15.0,2010
2263,ts86994,Serial Killer with Piers Morgan,SHOW,2017,TV-14,47,crime,['GB'],2.0,tt7667038,3.8,1394.0,2010
2263,ts86994,Serial Killer with Piers Morgan,SHOW,2017,TV-14,47,documentation,['GB'],2.0,tt7667038,3.8,1394.0,2010
2264,tm351931,Patrick,MOVIE,2018,PG,94,comedy,['GB'],1.0,tt6542108,6.2,150.0,2010
2264,tm351931,Patrick,MOVIE,2018,PG,94,drama,['GB'],1.0,tt6542108,6.2,150.0,2010
2264,tm351931,Patrick,MOVIE,2018,PG,94,family,['GB'],1.0,tt6542108,6.2,150.0,2010
2264,tm351931,Patrick,MOVIE,2018,PG,94,romance,['GB'],1.0,tt6542108,6.2,150.0,2010
2265,tm285649,The Ottoman Lieutenant,MOVIE,2017,R,111,drama,"['TR', 'US']",1.0,tt4943322,6.4,25582.0,2010
2265,tm285649,The Ottoman Lieutenant,MOVIE,2017,R,111,war,"['TR', 'US']",1.0,tt4943322,6.4,25582.0,2010
2266,ts53264,My Shy Boss,SHOW,2017,TV-MA,71,comedy,['KR'],1.0,tt6257622,7.3,1537.0,2010
2266,ts53264,My Shy Boss,SHOW,2017,TV-MA,71,drama,['KR'],1.0,tt6257622,7.3,1537.0,2010
2266,ts53264,My Shy Boss,SHOW,2017,TV-MA,71,romance,['KR'],1.0,tt6257622,7.3,1537.0,2010
2267,ts309731,Gormiti,SHOW,2018,TV-Y,11,comedy,"['ES', 'IT']",4.0,tt9077350,5.3,111.0,2010
2267,ts309731,Gormiti,SHOW,2018,TV-Y,11,action,"['ES', 'IT']",4.0,tt9077350,5.3,111.0,2010
2267,ts309731,Gormiti,SHOW,2018,TV-Y,11,animation,"['ES', 'IT']",4.0,tt9077350,5.3,111.0,2010
2267,ts309731,Gormiti,SHOW,2018,TV-Y,11,fantasy,"['ES', 'IT']",4.0,tt9077350,5.3,111.0,2010
2267,ts309731,Gormiti,SHOW,2018,TV-Y,11,thriller,"['ES', 'IT']",4.0,tt9077350,5.3,111.0,2010
2268,tm306811,Casting JonBenet,MOVIE,2017,Unknown,81,crime,"['US', 'AU']",1.0,tt6333052,6.1,5384.0,2010
2268,tm306811,Casting JonBenet,MOVIE,2017,Unknown,81,documentation,"['US', 'AU']",1.0,tt6333052,6.1,5384.0,2010
2268,tm306811,Casting JonBenet,MOVIE,2017,Unknown,81,drama,"['US', 'AU']",1.0,tt6333052,6.1,5384.0,2010
2269,ts85822,Selection Day,SHOW,2018,TV-14,25,drama,['IN'],1.0,tt10656928,7.4,2176.0,2010
2269,ts85822,Selection Day,SHOW,2018,TV-14,25,comedy,['IN'],1.0,tt10656928,7.4,2176.0,2010
2269,ts85822,Selection Day,SHOW,2018,TV-14,25,sport,['IN'],1.0,tt10656928,7.4,2176.0,2010
2270,ts80617,The Protector,SHOW,2018,TV-MA,43,action,['TR'],4.0,tt7668518,6.5,34396.0,2010
2270,ts80617,The Protector,SHOW,2018,TV-MA,43,scifi,['TR'],4.0,tt7668518,6.5,34396.0,2010
2270,ts80617,The Protector,SHOW,2018,TV-MA,43,fantasy,['TR'],4.0,tt7668518,6.5,34396.0,2010
2270,ts80617,The Protector,SHOW,2018,TV-MA,43,drama,['TR'],4.0,tt7668518,6.5,34396.0,2010
2271,tm372318,The World Is Yours,MOVIE,2018,R,94,crime,['FR'],1.0,tt6892462,6.3,4246.0,2010
2271,tm372318,The World Is Yours,MOVIE,2018,R,94,comedy,['FR'],1.0,tt6892462,6.3,4246.0,2010
2271,tm372318,The World Is Yours,MOVIE,2018,R,94,european,['FR'],1.0,tt6892462,6.3,4246.0,2010
2272,tm351214,Long Shot,MOVIE,2017,Unknown,40,documentation,['US'],1.0,tt7344360,7.4,7734.0,2010
2272,tm351214,Long Shot,MOVIE,2017,Unknown,40,crime,['US'],1.0,tt7344360,7.4,7734.0,2010
2272,tm351214,Long Shot,MOVIE,2017,Unknown,40,sport,['US'],1.0,tt7344360,7.4,7734.0,2010
2273,tm347821,Outside In,MOVIE,2018,Unknown,109,drama,['US'],1.0,tt7260048,6.7,4611.0,2010
2274,ts81821,The Queen of Flow,SHOW,2018,TV-MA,45,drama,['CO'],2.0,tt8560918,7.7,1202.0,2010
2274,ts81821,The Queen of Flow,SHOW,2018,TV-MA,45,family,['CO'],2.0,tt8560918,7.7,1202.0,2010
2274,ts81821,The Queen of Flow,SHOW,2018,TV-MA,45,music,['CO'],2.0,tt8560918,7.7,1202.0,2010
2275,ts82705,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,animation,"['BR', 'CA']",2.0,tt8697554,7.5,663.0,2010
2275,ts82705,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,action,"['BR', 'CA']",2.0,tt8697554,7.5,663.0,2010
2275,ts82705,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,comedy,"['BR', 'CA']",2.0,tt8697554,7.5,663.0,2010
2275,ts82705,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,family,"['BR', 'CA']",2.0,tt8697554,7.5,663.0,2010
2276,tm429208,Next Gen,MOVIE,2018,PG,90,animation,"['CA', 'CN']",1.0,tt7133686,6.6,16964.0,2010
2276,tm429208,Next Gen,MOVIE,2018,PG,90,action,"['CA', 'CN']",1.0,tt7133686,6.6,16964.0,2010
2276,tm429208,Next Gen,MOVIE,2018,PG,90,family,"['CA', 'CN']",1.0,tt7133686,6.6,16964.0,2010
2276,tm429208,Next Gen,MOVIE,2018,PG,90,scifi,"['CA', 'CN']",1.0,tt7133686,6.6,16964.0,2010
2276,tm429208,Next Gen,MOVIE,2018,PG,90,comedy,"['CA', 'CN']",1.0,tt7133686,6.6,16964.0,2010
2277,tm327199,The Saint,MOVIE,2017,PG-13,92,crime,['US'],1.0,tt2569088,4.9,6555.0,2010
2277,tm327199,The Saint,MOVIE,2017,PG-13,92,action,['US'],1.0,tt2569088,4.9,6555.0,2010
2278,tm352774,Voyeur,MOVIE,2017,R,95,documentation,['US'],1.0,tt3465276,6.2,5922.0,2010
2278,tm352774,Voyeur,MOVIE,2017,R,95,crime,['US'],1.0,tt3465276,6.2,5922.0,2010
2278,tm352774,Voyeur,MOVIE,2017,R,95,drama,['US'],1.0,tt3465276,6.2,5922.0,2010
2279,ts321277,Daniel Sloss: Live Shows,SHOW,2018,TV-MA,60,comedy,['US'],1.0,tt8858472,8.5,3387.0,2010
2280,ts84646,Warrior,SHOW,2018,TV-MA,42,action,['DK'],1.0,tt9249090,6.7,1966.0,2010
2280,ts84646,Warrior,SHOW,2018,TV-MA,42,drama,['DK'],1.0,tt9249090,6.7,1966.0,2010
2280,ts84646,Warrior,SHOW,2018,TV-MA,42,crime,['DK'],1.0,tt9249090,6.7,1966.0,2010
2281,tm313974,Get Me Roger Stone,MOVIE,2017,Unknown,100,history,['US'],1.0,tt6714534,7.4,7333.0,2010
2281,tm313974,Get Me Roger Stone,MOVIE,2017,Unknown,100,documentation,['US'],1.0,tt6714534,7.4,7333.0,2010
2282,ts56033,Surviving Escobar - Alias JJ,SHOW,2017,TV-MA,42,crime,['CO'],1.0,tt6809396,7.7,985.0,2010
2282,ts56033,Surviving Escobar - Alias JJ,SHOW,2017,TV-MA,42,drama,['CO'],1.0,tt6809396,7.7,985.0,2010
2283,ts85515,Bangkok Love Stories 2: Innocence,SHOW,2018,Unknown,47,drama,['TH'],1.0,tt10438662,6.7,199.0,2010
2283,ts85515,Bangkok Love Stories 2: Innocence,SHOW,2018,Unknown,47,romance,['TH'],1.0,tt10438662,6.7,199.0,2010
2284,ts70631,Children of the Whales,SHOW,2017,TV-14,24,scifi,['JP'],1.0,tt7484994,7.1,1524.0,2010
2284,ts70631,Children of the Whales,SHOW,2017,TV-14,24,animation,['JP'],1.0,tt7484994,7.1,1524.0,2010
2284,ts70631,Children of the Whales,SHOW,2017,TV-14,24,drama,['JP'],1.0,tt7484994,7.1,1524.0,2010
2284,ts70631,Children of the Whales,SHOW,2017,TV-14,24,fantasy,['JP'],1.0,tt7484994,7.1,1524.0,2010
2285,tm305437,Hey Arnold! The Jungle Movie,MOVIE,2017,Unknown,81,comedy,['US'],1.0,tt5257726,7.5,3139.0,2010
2285,tm305437,Hey Arnold! The Jungle Movie,MOVIE,2017,Unknown,81,animation,['US'],1.0,tt5257726,7.5,3139.0,2010
2285,tm305437,Hey Arnold! The Jungle Movie,MOVIE,2017,Unknown,81,action,['US'],1.0,tt5257726,7.5,3139.0,2010
2285,tm305437,Hey Arnold! The Jungle Movie,MOVIE,2017,Unknown,81,family,['US'],1.0,tt5257726,7.5,3139.0,2010
2285,tm305437,Hey Arnold! The Jungle Movie,MOVIE,2017,Unknown,81,fantasy,['US'],1.0,tt5257726,7.5,3139.0,2010
2286,tm369179,Irreplaceable You,MOVIE,2018,Unknown,96,drama,['US'],1.0,tt6119856,6.4,9442.0,2010
2286,tm369179,Irreplaceable You,MOVIE,2018,Unknown,96,comedy,['US'],1.0,tt6119856,6.4,9442.0,2010
2286,tm369179,Irreplaceable You,MOVIE,2018,Unknown,96,romance,['US'],1.0,tt6119856,6.4,9442.0,2010
2287,ts78291,Dogs of Berlin,SHOW,2018,TV-MA,60,drama,['DE'],1.0,tt6839788,7.5,12453.0,2010
2287,ts78291,Dogs of Berlin,SHOW,2018,TV-MA,60,thriller,['DE'],1.0,tt6839788,7.5,12453.0,2010
2287,ts78291,Dogs of Berlin,SHOW,2018,TV-MA,60,action,['DE'],1.0,tt6839788,7.5,12453.0,2010
2287,ts78291,Dogs of Berlin,SHOW,2018,TV-MA,60,crime,['DE'],1.0,tt6839788,7.5,12453.0,2010
2288,ts57985,Free Rein,SHOW,2017,TV-G,28,comedy,['US'],3.0,tt6928052,7.0,2062.0,2010
2288,ts57985,Free Rein,SHOW,2017,TV-G,28,drama,['US'],3.0,tt6928052,7.0,2062.0,2010
2288,ts57985,Free Rein,SHOW,2017,TV-G,28,family,['US'],3.0,tt6928052,7.0,2062.0,2010
2288,ts57985,Free Rein,SHOW,2017,TV-G,28,action,['US'],3.0,tt6928052,7.0,2062.0,2010
2288,ts57985,Free Rein,SHOW,2017,TV-G,28,documentation,['US'],3.0,tt6928052,7.0,2062.0,2010
2289,tm307515,Amar,MOVIE,2017,Unknown,105,romance,"['ES', 'US']",1.0,tt5479616,5.1,4397.0,2010
2289,tm307515,Amar,MOVIE,2017,Unknown,105,drama,"['ES', 'US']",1.0,tt5479616,5.1,4397.0,2010
2289,tm307515,Amar,MOVIE,2017,Unknown,105,european,"['ES', 'US']",1.0,tt5479616,5.1,4397.0,2010
2290,tm412273,Tig Notaro: Happy To Be Here,MOVIE,2018,Unknown,58,comedy,['XX'],1.0,tt8342946,6.6,1327.0,2010
2291,tm219252,Carrie Pilby,MOVIE,2017,Unknown,98,comedy,['US'],1.0,tt6189446,6.7,11311.0,2010
2291,tm219252,Carrie Pilby,MOVIE,2017,Unknown,98,drama,['US'],1.0,tt6189446,6.7,11311.0,2010
2292,ts80600,Luis Miguel: The Series,SHOW,2018,TV-14,56,drama,['MX'],3.0,tt8045690,8.0,4556.0,2010
2292,ts80600,Luis Miguel: The Series,SHOW,2018,TV-14,56,romance,['MX'],3.0,tt8045690,8.0,4556.0,2010
2292,ts80600,Luis Miguel: The Series,SHOW,2018,TV-14,56,history,['MX'],3.0,tt8045690,8.0,4556.0,2010
2292,ts80600,Luis Miguel: The Series,SHOW,2018,TV-14,56,music,['MX'],3.0,tt8045690,8.0,4556.0,2010
2293,ts55232,Cyborg 009: Call of Justice,SHOW,2017,TV-14,24,action,['JP'],1.0,tt6921524,5.7,217.0,2010
2293,ts55232,Cyborg 009: Call of Justice,SHOW,2017,TV-14,24,scifi,['JP'],1.0,tt6921524,5.7,217.0,2010
2293,ts55232,Cyborg 009: Call of Justice,SHOW,2017,TV-14,24,animation,['JP'],1.0,tt6921524,5.7,217.0,2010
2294,ts79182,Cocaine Coast,SHOW,2018,TV-MA,67,drama,['ES'],1.0,tt6970710,7.9,3696.0,2010
2294,ts79182,Cocaine Coast,SHOW,2018,TV-MA,67,thriller,['ES'],1.0,tt6970710,7.9,3696.0,2010
2294,ts79182,Cocaine Coast,SHOW,2018,TV-MA,67,crime,['ES'],1.0,tt6970710,7.9,3696.0,2010
2295,tm290831,Fun Mom Dinner,MOVIE,2017,R,81,comedy,['US'],1.0,tt6174314,5.3,5509.0,2010
2296,ts85967,Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,TV-MA,34,comedy,['US'],1.0,tt9203078,7.7,1145.0,2010
2297,tm434917,I Am Jonas,MOVIE,2018,Unknown,82,drama,['FR'],1.0,tt8168186,7.0,5598.0,2010
2297,tm434917,I Am Jonas,MOVIE,2018,Unknown,82,romance,['FR'],1.0,tt8168186,7.0,5598.0,2010
2297,tm434917,I Am Jonas,MOVIE,2018,Unknown,82,european,['FR'],1.0,tt8168186,7.0,5598.0,2010
2298,tm445735,Springsteen On Broadway,MOVIE,2018,Unknown,153,documentation,['US'],1.0,tt8716334,8.5,2178.0,2010
2298,tm445735,Springsteen On Broadway,MOVIE,2018,Unknown,153,music,['US'],1.0,tt8716334,8.5,2178.0,2010
2299,ts78031,Ultraviolet,SHOW,2017,TV-MA,46,drama,['PL'],2.0,tt7514746,7.0,1573.0,2010
2299,ts78031,Ultraviolet,SHOW,2017,TV-MA,46,crime,['PL'],2.0,tt7514746,7.0,1573.0,2010
2299,ts78031,Ultraviolet,SHOW,2017,TV-MA,46,european,['PL'],2.0,tt7514746,7.0,1573.0,2010
2300,ts56670,Hot Girls Wanted: Turned On,SHOW,2017,TV-MA,47,documentation,['US'],1.0,tt6333104,6.6,2168.0,2010
2301,ts86682,7 Days Out,SHOW,2018,TV-PG,50,documentation,['US'],1.0,tt9315990,6.8,531.0,2010
2302,ts75286,Greenhouse Academy,SHOW,2017,TV-PG,23,drama,['US'],4.0,tt6076336,6.6,5967.0,2010
2303,ts82218,Hi Score Girl,SHOW,2018,TV-PG,27,action,['JP'],2.0,tt8963328,8.0,1952.0,2010
2303,ts82218,Hi Score Girl,SHOW,2018,TV-PG,27,animation,['JP'],2.0,tt8963328,8.0,1952.0,2010
2303,ts82218,Hi Score Girl,SHOW,2018,TV-PG,27,comedy,['JP'],2.0,tt8963328,8.0,1952.0,2010
2303,ts82218,Hi Score Girl,SHOW,2018,TV-PG,27,romance,['JP'],2.0,tt8963328,8.0,1952.0,2010
2304,tm245383,Te Ata,MOVIE,2017,PG,105,drama,['US'],1.0,tt5225360,7.4,736.0,2010
2304,tm245383,Te Ata,MOVIE,2017,PG,105,history,['US'],1.0,tt5225360,7.4,736.0,2010
2305,tm349529,Cuba and the Cameraman,MOVIE,2017,Unknown,113,documentation,"['CU', 'US']",1.0,tt7320560,8.3,4715.0,2010
2306,tm374454,Indian Horse,MOVIE,2018,PG-13,105,drama,['CA'],1.0,tt5672286,7.3,2105.0,2010
2306,tm374454,Indian Horse,MOVIE,2018,PG-13,105,sport,['CA'],1.0,tt5672286,7.3,2105.0,2010
2307,tm407714,I Am Not an Easy Man,MOVIE,2018,Unknown,98,comedy,['FR'],1.0,tt6857988,6.3,14146.0,2010
2307,tm407714,I Am Not an Easy Man,MOVIE,2018,Unknown,98,european,['FR'],1.0,tt6857988,6.3,14146.0,2010
2308,tm374313,The Forgiven,MOVIE,2018,R,115,thriller,"['ZA', 'GB']",1.0,tt2249081,5.9,2427.0,2010
2309,ts55978,Samurai Gourmet,SHOW,2017,Unknown,22,comedy,['JP'],1.0,tt6304676,8.1,2053.0,2010
2310,ts82770,Camarón Revolution,SHOW,2018,TV-14,52,reality,['ES'],1.0,Unknown,6.6,2279.0,2010
2311,ts75341,Final Fantasy XIV: Dad of Light,SHOW,2017,TV-PG,30,drama,['JP'],1.0,tt6497076,7.2,592.0,2010
2312,ts83906,Car Masters: Rust to Riches,SHOW,2018,TV-PG,39,reality,['US'],3.0,tt8893550,8.4,10024.0,2010
2313,tm244368,You Get Me,MOVIE,2017,Unknown,89,thriller,['US'],1.0,tt5539054,4.7,12740.0,2010
2313,tm244368,You Get Me,MOVIE,2017,Unknown,89,crime,['US'],1.0,tt5539054,4.7,12740.0,2010
2313,tm244368,You Get Me,MOVIE,2017,Unknown,89,drama,['US'],1.0,tt5539054,4.7,12740.0,2010
2313,tm244368,You Get Me,MOVIE,2017,Unknown,89,romance,['US'],1.0,tt5539054,4.7,12740.0,2010
2314,tm266702,The Climb,MOVIE,2017,Unknown,103,comedy,['FR'],1.0,tt5157682,6.9,7383.0,2010
2314,tm266702,The Climb,MOVIE,2017,Unknown,103,drama,['FR'],1.0,tt5157682,6.9,7383.0,2010
2314,tm266702,The Climb,MOVIE,2017,Unknown,103,romance,['FR'],1.0,tt5157682,6.9,7383.0,2010
2314,tm266702,The Climb,MOVIE,2017,Unknown,103,european,['FR'],1.0,tt5157682,6.9,7383.0,2010
2315,ts82565,Sparta,SHOW,2018,TV-MA,53,drama,['RU'],1.0,tt6840106,6.6,443.0,2010
2315,ts82565,Sparta,SHOW,2018,TV-MA,53,thriller,['RU'],1.0,tt6840106,6.6,443.0,2010
2316,tm323195,Sarah Silverman: A Speck of Dust,MOVIE,2017,Unknown,71,comedy,['US'],1.0,tt6948354,6.9,3711.0,2010
2316,tm323195,Sarah Silverman: A Speck of Dust,MOVIE,2017,Unknown,71,documentation,['US'],1.0,tt6948354,6.9,3711.0,2010
2317,ts78789,Re: Mind,SHOW,2017,TV-MA,23,drama,['JP'],1.0,tt7332652,4.9,1531.0,2010
2317,ts78789,Re: Mind,SHOW,2017,TV-MA,23,thriller,['JP'],1.0,tt7332652,4.9,1531.0,2010
2318,ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,scifi,['US'],1.0,tt9322614,6.2,244.0,2010
2318,ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,animation,['US'],1.0,tt9322614,6.2,244.0,2010
2318,ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,action,['US'],1.0,tt9322614,6.2,244.0,2010
2318,ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,comedy,['US'],1.0,tt9322614,6.2,244.0,2010
2318,ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,family,['US'],1.0,tt9322614,6.2,244.0,2010
2319,tm322569,Hasan Minhaj: Homecoming King,MOVIE,2017,Unknown,72,comedy,['US'],1.0,tt6900940,8.2,7120.0,2010
2319,tm322569,Hasan Minhaj: Homecoming King,MOVIE,2017,Unknown,72,documentation,['US'],1.0,tt6900940,8.2,7120.0,2010
2320,ts56125,Ingobernable,SHOW,2017,TV-MA,40,war,['MX'],3.0,tt6495756,7.2,3052.0,2010
2320,ts56125,Ingobernable,SHOW,2017,TV-MA,40,crime,['MX'],3.0,tt6495756,7.2,3052.0,2010
2320,ts56125,Ingobernable,SHOW,2017,TV-MA,40,drama,['MX'],3.0,tt6495756,7.2,3052.0,2010
2320,ts56125,Ingobernable,SHOW,2017,TV-MA,40,thriller,['MX'],3.0,tt6495756,7.2,3052.0,2010
2321,ts89130,If I Hadn't Met You,SHOW,2018,TV-MA,52,scifi,['ES'],1.0,tt8517780,7.7,2283.0,2010
2321,ts89130,If I Hadn't Met You,SHOW,2018,TV-MA,52,romance,['ES'],1.0,tt8517780,7.7,2283.0,2010
2321,ts89130,If I Hadn't Met You,SHOW,2018,TV-MA,52,drama,['ES'],1.0,tt8517780,7.7,2283.0,2010
2321,ts89130,If I Hadn't Met You,SHOW,2018,TV-MA,52,fantasy,['ES'],1.0,tt8517780,7.7,2283.0,2010
2322,ts79660,Creeped Out,SHOW,2017,TV-PG,25,scifi,"['CA', 'GB']",2.0,tt7573024,6.5,1826.0,2010
2322,ts79660,Creeped Out,SHOW,2017,TV-PG,25,family,"['CA', 'GB']",2.0,tt7573024,6.5,1826.0,2010
2322,ts79660,Creeped Out,SHOW,2017,TV-PG,25,fantasy,"['CA', 'GB']",2.0,tt7573024,6.5,1826.0,2010
2322,ts79660,Creeped Out,SHOW,2017,TV-PG,25,horror,"['CA', 'GB']",2.0,tt7573024,6.5,1826.0,2010
2322,ts79660,Creeped Out,SHOW,2017,TV-PG,25,thriller,"['CA', 'GB']",2.0,tt7573024,6.5,1826.0,2010
2322,ts79660,Creeped Out,SHOW,2017,TV-PG,25,drama,"['CA', 'GB']",2.0,tt7573024,6.5,1826.0,2010
2323,tm406831,Modest Heroes,MOVIE,2018,PG,53,fantasy,['JP'],1.0,tt8223844,6.6,2646.0,2010
2323,tm406831,Modest Heroes,MOVIE,2018,PG,53,animation,['JP'],1.0,tt8223844,6.6,2646.0,2010
2323,tm406831,Modest Heroes,MOVIE,2018,PG,53,drama,['JP'],1.0,tt8223844,6.6,2646.0,2010
2323,tm406831,Modest Heroes,MOVIE,2018,PG,53,family,['JP'],1.0,tt8223844,6.6,2646.0,2010
2323,tm406831,Modest Heroes,MOVIE,2018,PG,53,comedy,['JP'],1.0,tt8223844,6.6,2646.0,2010
2324,ts39016,Girlboss,SHOW,2017,TV-MA,27,comedy,['US'],1.0,tt5706996,7.0,17525.0,2010
2325,ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,action,['US'],3.0,tt6714408,5.2,372.0,2010
2325,ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,romance,['US'],3.0,tt6714408,5.2,372.0,2010
2325,ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,thriller,['US'],3.0,tt6714408,5.2,372.0,2010
2325,ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,scifi,['US'],3.0,tt6714408,5.2,372.0,2010
2325,ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,family,['US'],3.0,tt6714408,5.2,372.0,2010
2325,ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,comedy,['US'],3.0,tt6714408,5.2,372.0,2010
2325,ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,drama,['US'],3.0,tt6714408,5.2,372.0,2010
2325,ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,animation,['US'],3.0,tt6714408,5.2,372.0,2010
2326,tm408941,Mercury 13,MOVIE,2018,NC-17,79,documentation,['IE'],1.0,tt8139850,6.9,1160.0,2010
2327,ts75981,The Royal House of Windsor,SHOW,2017,TV-14,49,documentation,['GB'],1.0,tt6596634,7.3,1541.0,2010
